;text;sentFator
2364;$CPFE3 - Aviso de Webcast: A CPFL Energia S.A. convida para a Webcast de sua Teleconferência sobre os http://t.co/tcYCwGCBOa;Neutro
2367;Concórdia recomenda 15 papéis para investir nessa semana: As três carteiras da corretora for... http://t.co/kH9HgEZ3qC #infomoney #vale5;Positivo
2369;Rastreamento ações-Gráfico diário-12h. Analise se romper:ALLL3 7,26 BRFS3 44,25;Neutro
2370;Rastreamento ações-Gráfico MENSAL-11h. Analise se romper:  SLED4 29,11 VIVT4 47,72 TBLE3 36,31 UGPA3 56,08 VLID3 34,54;Neutro
2371;Rastreamento ações-Gráfico diário-14h. Analise se romper: MRFG3 4,39 PCAR4 106,25 RAPT4 8,58 RENT3 34,16 SMLE3 38,17 VALE3 32,73 VALE5 29,67;Positivo
2373;RT @PaiRico: PaiRico em Ação is out! http://t.co/faxgS1ZX6y Stories via @clickinv_VALE5 @TopYields @ItaloFerretti;Neutro
2376;Compra de ESTC3 e CTIP3 - 20/03/2014 http://t.co/2dj6YO5X5u;Neutro
2377;4 dias de baixa em CIEL3, que beleza....;Negativo
2379;RT @chrinvestor: O que acontece com as ações de uma cia quando se descobre que a sua administração 'roubou' bilhões? No Brasil, o papel sob…;Negativo
2380;@clubedopairico fizeram um rouba monte na VALE5 que deu do;Negativo
2382;@joanarauhl @1avelagay @mel_cruz3 @Angela_dias24 vejam a SMS amores;Neutro
2384;Goll4 Obj1 10,93 bora criança, vamos ver se cumpre e qdo...rs  Comprado no rompimento cfe postado;Neutro
2385;&lt,No te necesito- Santiago Cruz3';Negativo
2386;Análises técnicas para #IBOV, #PETR4 e #CMIG4. http://t.co/u1p5Fz3kfK;Positivo
2394;@stancatiTrader: A #PETR4 cumpre o papel dela, ou seja, a empresa é um retrato perfeito do governo. Ineficiente, inflada e corrupta.;Negativo
2395;$RENT3 - Localiza (rent-nm) - Fato Relevante - Juros Sobre O Capital Proprio http://t.co/7dfYRMAvEm;Neutro
2399;perfil visualizado por 8 pessoas http://t.co/UCISBQZ0lP;Neutro
2400;$AEDU3 - Anhanguera (aedu-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/ZVvChR52GU;Neutro
2401;EM TEMPO REAL: Bancos caem, Vale mostra recuperação, Petrobras sobe 2%: Mais informações em breve http://t.co/nQ3FofV6Jb #infomoney #vale5;Neutro
2403;Rastreamento ações-Gráfic diári-12h. Analise se romper: BBAS3 24,32 BBDC3 36,22 BBDC4 34,36 BOVA11 51,19 BRFS3 50,19 BRSR6 12,88 CCRO3 18,10;Neutro
2408;@DuctorMarcus ainda bem que eu estava comprado em #vale5 e aproveitei toda essa alta. Bora pensar na melhor hora de realizar @lambari_trader;Positivo
2409;$PETR3 - Atencao Para O Preco De Petrp73 (petr3) http://t.co/Qd9pmmLVNw;Neutro
2413;"A LIGHT S.A. fechou a sexta-feira, dia 07/03, ao preço de R$ 15,87 (-5,93%) com volume de R$ 18,65 mm. 
$LIGT3";Positivo
2414;No diário #VALE5 permanece abaixo da LTB mas nos últimos pregões encontrou uma acomodação leia mais: http://t.co/JGadK4W8uT;Positivo
2417;$CPFE3 - CPFL Energia divulga o Relatório Anual (Form 20-F) 2013 na SEC http://t.co/Lizy0GjUUH;Positivo
2423;"@Live_Trade Bom dia Marcos!!!
Alguma dica para petr4?";Positivo
2425;Gol e bancos lideram altas, mas elétricas e imobiliárias caem mais de 3%: Dados de fevereiro... http://t.co/Dv2r5TBKPy #infomoney #vale5;Neutro
2429;BVMF3 bateu no objetivo do Anderson agora quer ver e saber quais as operações do Anderson entre em contato: centraltrader@hotmail.com;Positivo
2433;Rastreamento ações-Gráfico diário-16h. Analise se romper:  BRPR3 18,15 CESP6 28,29 CIEL3 40,23 HYPE3 18,36 MPLU3 31,49 MRFG3 4,91;Neutro
2434;RT @Igorcrp: #petr4 RT  Ex-presidente da Petrobras nomeou primo para estatal nos EUA na época da compra de Pasadena http://t.co/0vRJaMtKH3 …;Neutro
2436;Tenho lote grande de PETR4, me add no skype pf @brunogmusa @Smarttrade10 @plima79 @ferrisss @dfittarelli @HudsonPF;Positivo
2437;RT @clickinv_VALE5: Vale ganha recurso contra taxação estrangeira, ação dispara 2% em 3 minutos: Mais informaçõe... http://t.co/U5sgBGJxyN …;Positivo
2439;CSNA3 lindinha, lindinha, eta !;Positivo
2440;#NATU3 - Análise #Ichimoku - Recomendação de Compra. http://t.co/cVGkA7dvAT;Neutro
2442;RT @imcharliedrew: Estou a ver-vos @mel_cruz3 http://t.co/IbXZZ2nq64;Neutro
2443;Telefônica, Cemig e mais 3 papéis para você ganhar com dividendos: No lugar das ações do Banco do Brasil (BBAS3),... http://t.co/qCWb2IDdBw;Neutro
2445;Ativo c/ vol Financeiro Superior à sua MM21-16h: ABCB4 ABEV3 ALLL3 BBDC4 BEEF3 BRML3 BVMF3 CIEL3 CMIG3 CMIG4 CRUZ3 ELET6 ELPL4 EZTC3 GETI3;Neutro
2447;16ª barra diária com máxima superior a anterior na #PETR4 ... tá doido. NUNCA VI ISSO NA VIDA !!!! o.O;Neutro
2451;CPFE CPFL ENERGIA dividendos ||aprov 26/3/2014||dataex 30/4/2014||pagto n/d||CPFE3 R$0,590062200 http://t.co/hW0GTPCvy5;Neutro
2452;RT @tovaga: @deinha_asl @coroneldoblog Em 2010 o Sheik conseguiu capitalizar a Petrobras com venda de ativos #PETR4 a R$ 26,30 - Hoje vale …;Negativo
2454;$ALLL3 - All Amer Lat (alll-nm) - Esclarecimentos Sobre Processo De Arbitragem http://t.co/uRnZ4WwHv2;Neutro
2455;#VALE5 Vinte e sete e dez... (precisamente @27,07) abaixo disso... no SEMANAL é #funeraria;Negativo
2459;"INTRADAY PETR4: Suportes 14,91 e 15,45 e resistências 16,80 e 17,61
INTRADAY VALE5: Suportes 29,30 e 29,69 e resistências 30,68 e 31,28";Neutro
2460;RT @chrinvestor: Preocupações com a #PETR4 não param de crescer: produção, sumiço de investimentos, caixa e o endividamento. Quem arrisca u…;Negativo
2462;$PETR3 - Petrobras (petr) - Aprovacao Das Dfs Referente Ao Exercicio Social De 2013 http://t.co/rzovYASjLr;Neutro
2465;#BOVESPA #KROT3 Lucro da Kroton quase quintuplica e chega a R$ 137,8 mi no 4º trimestre. http://t.co/1gKfw69wFI;Neutro
2466;$BBAS3 - Banco Do Brasil (bbas-nm) - Emprestimo Sindicalizado http://t.co/IoAx142MQb;Neutro
2467;RT @dividendo_br: CPFE CPFL ENERGIA dividendos ||aprov 26/3/2014||dataex 30/4/2014||pagto n/d||CPFE3 R$0,590062200 http://t.co/hW0GTPCvy5;Neutro
2469;Até esse momento, as ações da Petrobras (PETR4) já perderam os suportes em R$15,70, R$15,40 e agora testam a região de R$15,20.;Neutro
2472;Os coxinhas aderem ao jogo sujo do PIG e tentam vincular @petrobras a vergonha. Mas todo mundo quer compras ações da PETR4;Negativo
2475;Multas da Receita à Petrobras em 3 meses somam R$ 8,769 bi - http://t.co/gz1HDXJTeQ http://t.co/qZ18u0QGg6 via @exame_com #PETR4;Neutro
2476;A última indicação da #MRFG3 resultou em -2.44 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Negativo
2479;RT @Andraus_adv: @tovaga @Ary_AntiPT @Folhaovento Se ainda estivesse na Bolsa compraria hoje Petr4 e Petr3 e venderia, após a divulgação Pe…;Positivo
2482;#bvmf3 de olho na cp;Neutro
2484;#VALE5 NEXT VINTE E SETE E DEZ ...;Neutro
2485;volume diminuindo um pouco na #PETR4 ... mas cotações continuam melhorando. Já disse ... agradeçam a Fator. ,);Positivo
2486;BOVESPA AGORA -1,21% -625.62 PONTOS  =&gt, #ELET3  R$ 6,74  -7,67%;Neutro
2487;Opinião - Ativa indica 5 papéis para investir nesta semana, confira: No lugar das ações da Gerdau Met (GOAU4) ... http://t.co/xvnpz23U6R;Neutro
2488;#VALE5 - Análise #Ichimoku - pregão de sexta-feira, 14 de março. http://t.co/07aH70ZkPX;Neutro
2489;RT @mfukayama: Em 5 anos, as ações da SABESP (SBSP3) subiram 109,40%. Nesse mesmo período, a Reserva da Cantareira desabou de... http://t.c…;Neutro
2490;#USIM5): O presidente da cia, disse há pouco, em teleconferência com analistas e investidores, que a venda de... http://t.co/EAW0g7gmqh;Neutro
2491;Atualizando estudo gráfico do IBOV, VALE5, PETR4 e índice futuro, segundo a Geometria Comportamental... http://t.co/byInjpJh4L;Neutro
2493;#petr4 descarrilando... a Pátria descarrilando junto. Lástima. Mas quem opera não faz caridade! Opera para seu bolso. Como deve ser, aliás.;Negativo
2499;Vale, BRF e mais 8 ações para comprar na semana, segundo a Socopa: A Socopa indicou compra d... http://t.co/ko6EWq8bmj #infomoney #vale5;Positivo
2500;#goau4 fechou bonito ontem, depois de recuperar a queda. Continuo comprado. De olho em itub e jbss3.;Positivo
2505;#CRUZ3 hj que beleza heim?!? Torcendo pela #MRFG3 também.;Positivo
2508;Hoje, 20/03 (quinta-feira) O Ibovespa fechou em alta de +1,53%, aos 47.278 pontos. Destaques: RSID3 +5,29%, BBAS3 +4,84% e ELET3 +4,33%.;Positivo
2509;Gráfico do IMA-crash da ITUB4: http://t.co/ezrYR4D3kj;Neutro
2511;RT @pardoTRADER: #PETR4 resistência em 14,00 a 14,15;Positivo
2513;Itaú Unibanco tem lucro líquido de R$ 4,42 bilhões no 1º trimestre:   O Itaú (ITUB4), maior banco privado da ... http://t.co/Qti17YzSSG;Positivo
2516;Graça: Trabalhamos pela convergência de preços #petr4;Positivo
2519;Atualização da semana: stop loss em cmig4 e realização parcial em bova11 http://t.co/2pcABF3TUi;Neutro
2525;Fechamento das estatais na Bovespa: PETR3, +7,54%, PETR4, +8,12%, Banco do Brasil, +6,63%, Eletrobrás ON, +9,84% e Eletrobrás PNB, +3,51%;Positivo
2526;A última indicação da #MRVE3 resultou em -1.18 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
2529;A gente hoje estamos seguindo na derrubada da JBSS3, na mão contrária do @ferrisss !! Vai a R$ 7 real, como a gente afirmamos !!;Positivo
2531;me diga ... é pedir muito para que a #PETR4 vá nos R$17,10 ainda hoje ? ,);Positivo
2537;$ESTC3 - Lucro Líquido da Estácio cresce 123% e totaliza R$245 milhões em 2013 enquanto EBITDA aumenta 53 http://t.co/VzuSvSIAFV;Neutro
2543;Na #PETR4 no graf de 15 min  fez  uma Onda 5 de fundo  e acima de 17,70 e  18,00 alvos 18,85 , 19,15 , 19,50 e 20,50 http://t.co/Mq3GKovpd0;Positivo
2545;$AEDU3 - Anhanguera (aedu-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/iqRBSyB488;Neutro
2547;RT @chrinvestor: Petrobras e Eletrobras subindo mais de 2%. Por favor, Vox Populi (hoje) e Ibope (amanhã), não nos decepcione ! #PETR4 #ELE…;Positivo
2554;$PETR3 - Petrobras (petr)- Prod. De Petroleo No Pre-sal Cresceu 4% E Foi Recorde Em Abril http://t.co/xpXSY2lAIr;Positivo
2556;$MRVE3 - Mrv (mrve-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/vGRPkijrbf;Neutro
2563;#OIBR4 uma pena o papel ficar assim, só me resta uma alternativa comprar mais para abaixar minha média.;Negativo
2565;$DTEX3 - Duratex (dtex-nm) - Investimentos Em Unidade De Paineis Industrializados http://t.co/VBbLPpvHIN;Neutro
2566;"RT @imcharliedrew: Vou pintar as unhas para amanhã ficar em casa no feriado lol
A não ser que alguém queira sair, damas é uma indireta p vcs";Positivo
2567;A importância da disciplina....#alll3 não fechou em nenhum momento acima 6,81 então só observo e não arrisco;Positivo
2568;#ESTC3 acumula 7 pregões seguidos de alta. #FLRY3 , #ANIM3 e #CVCB3 já estão com 6 altas consecutivas. #LPSB3 e #MGLU3 com 5 quedas seguidas;Neutro
2570;"PÃO DE AÇÚCAR (PCAR4)

A companhia divulgou hoje (11/04/2014) pela manhã sua prévia operacional referente ao... http://t.co/8PDPttsLFG";Neutro
2571;#CSNA3 Programa de Recompra de acoes ate 70.205.661 acoes. Prazo para a realização das operações de 14/03/2014 e 14/04/2014.;Positivo
2574;Conheça as empresas que mais pagam dividendos no Ibovespa: O Santander (SANB11) é a empresa ... http://t.co/M1Q6lpSCRN #infomoney #vale5;Neutro
2575;Confira os resultados corporativos das empresas: Suzano (SUZB5) e MRV Engenharia (MRVE3) Leia mais http://t.co/3n0iYRJqta;Positivo
2577;"ALERTA ELLIOTTBRASIL
=&gt, VALE5: Duas oportunidades de compra que estão prestes a acontecer.... http://t.co/Fkwkf7jHHD";Neutro
2579;Ações ex-dividendos hoje: ABRE11, AEDU3, ALSC3, BBRK3, BRAP, CYRE3, DASA3, EMBR3, FLRY3 e SEER3. Cotações ajustadas! http://t.co/C7k4DuDID2;Positivo
2580;Tô de olho no HB esperando o MOMENTO HISTÓRICO de PETR4 na era PT. Falta $0,01 pra 13. E 13 é… PT!;Negativo
2582;@mel_cruz3 ola docinho;Positivo
2585;#ecor3 nova máxima rsrsrsr;Positivo
2589;Estratégia de Análise Técnica para o pregão de hoje CSNA3 http://t.co/iD6QRl89ww;Neutro
2591;As ações da Petrobrás, voláteis o dia todo fecharam no AZUL: PETR3, +0,60% e PETR4, +0,19%;Positivo
2592;Só ontem a #PETR4 ganhou R$14 Bi em valor de mercado. Isso representa 5 'Pasadenas'. Pena q essa valorização é uma exceção e não uma regra.;Positivo
2593;@Live_Trade ontem quase sai da BRFS3, mas o sistema ainda dava posição comprada...vc realizou?;Neutro
2594;$PETR3 - Petrobras (petr)-encer.das Inscricoes Do Plano De Incentivo Deslig. Voluntario http://t.co/pmJ0jol3wY;Negativo
2595;"Aos comprados em #bbas3, paciência para bom retorno em curto prazo e aos vendidos sem surpreendam!
Vamos com tudo!";Positivo
2596;$DTEX3 - Duratex (dtex-nm) - Material A Disposicao (politicas De Divulg. E De Negoc.) http://t.co/ZG4dXwIhJf;Positivo
2599;#ALLL3 - Operadora de ferrovia ALL deve aprovar fusão com a Rumo hoje, dizem jornais - http://t.co/hXf8blfdrM;Neutro
2602;Estratégia de Análise Técnica para o pregão de hoje (ELET6) #analisetecnica http://t.co/zsmrYmk9nY;Neutro
2603;Agora bonita mesmo está ITUB4! Passou desapercebida, mas teve uma arrancada sensacional nos últimos pregões. Quem pegou se deu bem!;Positivo
2604;Vale coloca mina na Austrália...UltimoinstanteA Vale (VALE5) informou nesta sexta-feira que está tomando as medi... http://t.co/Y7csTdRyhc;Positivo
2605;é so o IFNC romper e darmos um dardo tranquilizante para a petr4 que o índice sobe 500 pontos fácil.. kkkkkkk;Positivo
2607;Rastreamento ações-Gráfico MENSAL-11h. Analise se romper: CGAS5 55,31 EZTC3 27,99 FESA4 12,93 CGRA4 17,74 IFINANCEIRO 4371,90 ITSA4 9,19;Negativo
2609;@CapSpaulding01 Petrobras prepara megacaptação de bônus, demanda supera US$12 bi ---olha aí sua grana #petr4 R$12;Positivo
2610;"INTRADAY PETR4: Suportes 12,85 e 13,42 e resistências 14,30 e 14,61
INTRADAY VALE5: Suportes 25,87 e 26,25 e resistências 26,99 e 27,35";Neutro
2611;$BBDC4 - Bradesco lucra R$ 3,4 bilhões [Newsletter ADVFN] http://t.co/GyKEvwXdsf;Positivo
2613;CCRO3 acionou a compra!;Neutro
2615;"@Live_Trade qual ponto de entrada em
#Oibr4?";Neutro
2616;Análise da Bolsa 19 março BBAS3, IBOV, PETR4, VALE5, OIBR4, HYPE3, DASA3, RADL3 http://t.co/gTy9rMNnT3;Neutro
2625;RT @lucasdalloglio: Good Moorning Vietnam!!!! Hoje 'separemo os toro dos ternero' #petr4 quero ver quem entra nessa canoa! #FURADA;Negativo
2626;peso extra (de venda) pra #PETR4 ... RT @exame_mercados Itaú e Bradesco superam Petrobras em 2a prévia do Ibovespa:  http://t.co/y2zPJzvmNZ;Positivo
2627;#petr4 no limite ....em cima do muro, vamos empurrar p/ qual lado?;Neutro
2628;$GOLL4 - GOL protocola solicitação para operar voos regulares entre Campinas e Miami http://t.co/mm0EgtD8kW;Neutro
2629;"Cadê a #PETRD15? 

#PETR4 #IBOV petrobras";Negativo
2631;RT @bovespabrokers: 20 construtoras com os melhores e piores desempenhos em 2013 http://t.co/V2lyWpLVsL #GFSA3 #VIVR3 #MEND3 #PDGR3 #JFEN3 …;Positivo
2632;Realizei lucro na #jbss3 depois de subir 4%. Apostando na queda pra entrar de novo. Ficaremos de olho.;Positivo
2633;Comentei ainda com vc que podia ser a venda lá lembra?...rsRT @CaciqueInvest: @Live_Trade olha o que virou a BRFS3....tú é foda hein! :/ kkk;Neutro
2640;$JBSS3 - Jbs (jbss-nm)- Demonstracoes Financeiras Em Ingles De 31/12/2013 http://t.co/rEl6UN3z3W;Neutro
2645;$PETR4 termina o dia com um belo doji, mas acima da 21EMA....repique para manhã ?;Neutro
2648;A última indicação da #USIM5 resultou em -1.29 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
2649;"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 16,07 (-2,36%) com volume de R$ 30,30 mm.
$LIGT3";Neutro
2650;Ativo c/ vol Financeiro Superior à sua MM21-12h: ALSC3 BBDC3 CGAS5 LAME3 TIMP3;Positivo
2654;3 carteiras diferentes para investir Bolsa, segundo a Concórdia: Nenhuma das carteiras sofre... http://t.co/D5Uo3w5vQ4 #infomoney #vale5;Neutro
2655;$TIMP3 - Tim Part S/a (timp-nm) - Demonstracoes Financeiras De 31/03/2014 (cons) http://t.co/bNfnDfQurF;Neutro
2659;E AÍ #VALE5  , QUE TAL PERDER OS 29,50 !!!!! SERIA UMA BOA;Negativo
2664;Ótima a recuperação de BBAS3. De 18,xx a 21,00, e subindo!;Positivo
2666;Rastreamento ações-Gráfico diário-13h. Analise se romper: BOVA11 48,15 BRML3 18,30 BVMF3 10,69 CPFE3 18,01 ICON 2301,35 INDFUT 49638,79;Positivo
2667;@clubedopairico eu pisco o olho e a #PETR4  bate. R$13,90??? Que isso?!?;Neutro
2668;RT @Nelson_Andradee: Este dia nem foi mau de todo, tirando a parte em que tive de acordar cedo;Positivo
2675;Cantando bailando me enloquece !!!;Positivo
2677;ELPL ELETROPAULO dividendos ||aprov 25/4/2014||dataex 28/4/2014||pagto n/d||ELPL3 R$0,388977082||ELPL4 R$0,427874790 http://t.co/FhJ4SZQxMA;Neutro
2680;#vale5 quem acreditou no Obj Parabéns!!!!!;Positivo
2681;@Live_Trade Sua linda rsrs... RT @Live_Trade Ah llxl3...;Positivo
2682;Lembra do sinalzinho de fundo da #petr4?;Neutro
2689;RT @selusava: uRGENTE!! Após rebaixamento do Brasil pelo S&amp,P, Dilma troca Mantega por advogado do Fluminense! #IBOV #PETR4 #VALE5;Neutro
2691;@luizmoratoneto temos recomendação de venda para PDGR3.;Positivo
2692;RT @DuctorMarcus: #PETR4 Sentindo resistência da média de 144 no diário. Cuidado aos comprados se não furar pra cima é mal sinal.;Negativo
2693;RT @morgadowsl: Petrobras confirma precificação de títulos de US$8,5 bilhões: SÃO PAULO, 10 Mar (Reuters) - A Petrobras PETR4.... http://t.…;Neutro
2694;Mas bonita mesmo tá BVMF3! Não para de subir!;Positivo
2695;Vale (VALE5) – Adiou para 30 de março o prazo para a decisão sobre o projeto de exploração de potássio. #VisaoAtiva - Marginalmente negativa;Negativo
2696;Comprando oibr4;Positivo
2699;Rastreamento ações-Gráfico diário-11h. Analise se romper:  PCAR4 98,83 Ativo c/ vol Financeiro Superior à sua MM21-11h: TEMP3;Neutro
2700;Rastreamento ações-Gráfico diário-12h. Analise se romper: ODPV3 9,32 RADL3 18,61 RENT3 34,95 WEGE3 34,54;Neutro
2702;#vale5 se &lt, 27 não é bom;Neutro
2704;#PETR3 #PETR4 - Petrobras vai precisar de mais do que US$ 12 bilhões, diz Fitch sobre captações - http://t.co/qMZouzuRs4;Neutro
2705;A última indicação da #MRVE3 resultou em -0.55 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
2706;RT @picapautrader: #PETR4 mais uma 'ótima' notícia para a Petrobomba!!! Rumo ao 0,01 http://t.co/ZFlkPnZLqE;Negativo
2708;Rastreamento ações-Gráfico SEMANAL-14h. Analise se romper: CESP6 24,48 CTIP3 26,37 ITUB4 31,97 QUAL3 22,44 WEGE3 31,92;Neutro
2711;"INTRADAY PETR4: Suportes 15,50 e 15,77 e resistências 16,18 e 16,32
INTRADAY VALE5: Suportes 27,00 e 27,25 e resistências 27,90 e 28,30";Positivo
2714;$BVMF3 - Bmfbovespa (bvmf-nm) - Esclarecimento Sobre Noticia Veiculada Na Midia http://t.co/dZxOwGCIDa;Neutro
2718;Lá vai o Marcão levantar a ação!! RT @Live_Trade Operação Swing: RT @Live_Trade: #usim5 Comprando 8,61 amanhã;Neutro
2719;@coroneldoblog @o_colecionador problema nao é esse. Problema é o bilhao de dolares (3x valuation pago pela PETR4) um ano depois.;Negativo
2724;RT @reminiscences: Sugestao para Graça Foster melhorar Petrobras #Petr4: fazer campanha contra Dilma… melhor que anunciar descobertas de re…;Negativo
2725;RT @lambari_trader: A última vez que fui completamente exercido em PETR4: novembro de 2013, PETRK19. Zerei a carteira e voltei na faixa dos…;Neutro
2729;Usim5 comprado;Positivo
2731;05/03/14 - 17:19: Maiores Altas: BRFS3 4,38% R$44,80, ALLL3 2,81% R$6,94, KROT3 2,76% R$44,91, GFSA3 2,42% R$3,38, ECOR3 2,18% R$12,62.;Neutro
2732;A China está derretendo ou algo do gênero para a #vale5 estar apanhando desse jeito? #bovespa;Negativo
2733;@petrobras Legal não é ? ação de 40,00 agora esta 18,00 isso porque a Dilma caiu na prévia olhe seu fundamento http://t.co/wXr25pi8LT;Negativo
2738;amanhã é petr4;Positivo
2740;CYRE3 preco muito atraente...se nao fosse a LTB do diario...acumulando... uma hora vai andar;Positivo
2741;RT @clubedopairico: caramba ... hoje a #PETR4 tocou (na verdade está nela ...) a média de 200 meses !!!!! o.O Isso nunca aconteceu !!!;Positivo
2744;RT @stanleyburburin: Olha as corretoras que mais compararam a ação PETR4 da Petrobras - http://t.co/6hdGKu7et4 http://t.co/5HLoD6fgx8;Neutro
2747;Planner indica 5 papéis para ganhar com dividendos em abril: Os analistas optaram por três f... http://t.co/O2Zvl9HJr6 #infomoney #vale5;Positivo
2755;A última indicação da #USIM5 resultou em 0.80 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Positivo
2758;Gata, você não é Pasadena. Mas é sempre um bom negócio ter você em minha vida. #CantadasDaBolsa #Petrobras #PETR4 #Pasadena;Positivo
2759;A compra que fizemos em ALLL3. Segue aberta...;Neutro
2760;Vale, Petrobras, Usiminas e mais 4 empresas agitam o noticiário desta terça-feira: Entre os ... http://t.co/NvofGRL9RM #infomoney #vale5;Neutro
2761;#VALE5 O Superior Tribunal de Justiça (STJ) considerou ilegal a forma como o governo cobrava impostos em algumas... http://t.co/yhnlSMQHuL;Positivo
2762;Papel com variação Positiva ELET3  R$ 7,08  4,89% Ver gráfico de dois anos;Positivo
2765;Quanto mais notícia ruim vaza na mídia sobre a PETR4, mais ela sobe na bolsa de valores...;Neutro
2768;Meu despertador tem muito ciúmes da minha incrível relação com minha cama hu3hu3.;Neutro
2769;Rastreamento ações-Gráfico diário-12h. Analise se romper:ALLL3 7,26 BRFS3 44,07;Neutro
2771;$CRUZ3 - Souza Cruz (cruz) - Fato Relevante   Aprovacao De Projetos http://t.co/k7eMPEhA82;Positivo
2773;Hoje, 14/03/14, Ações da Petrobrás [ PETR4 ] despencaram aos valores de 25/02/05 !  O que já valeu R$53,68 hoje vale R$12,91 =&gt, FGTS sifu ‼;Negativo
2775;#PETR4 : EXCLUSIVO, em @VEJA: PF prende ex-diretor da Petro em operação de lavagem de dinheiro http://t.co/3wGEVANwmT http://t.co/YHocJpiEkv;Neutro
2776;@nahasbap Não será brml3 ?;Neutro
2777;25/03 O Ibovespa fechou em alta de +0,39%, aos 48.180 pts. Destaques: AEDU3 +3,99%, CPLE6 +3,97% e USIM5 +2,89%. http://t.co/j9yUOf2ipY;Neutro
2782;Ativo c/ vol Financeiro Superior à 1,5 X a sua MM21-16h: FESA4 GGBR3 GOLL4 PINE4 TGMA3 VAGR3;Positivo
2783;"&gt,&gt,&gt,Cemig (CMIG4): Julgamento do mandado sobre Jaguara é suspenso&lt,&lt,&lt,

(+) Cemig (CMIG4): Julgamento do mandado... http://t.co/M9A5yw7dU0";Negativo
2784;#HYPE3 que coisa linda tem mais de um mês que fiz o destaque e muita corretora papou mosca mais de 15% na gordura.;Positivo
2787;RT @Angela_dias24: Esta tudo a gritar por uma aranha;Neutro
2788;Enfim uma correção em #PETR4.;Neutro
2791;dtex3 amanhace ex bonificação de 10%;Neutro
2793;#OIL #PETR4 Fitch atribui nota ‘BBB’ para emissão de bônus da Petrobras: http://t.co/ccxmKieLR4;Neutro
2794;Vale #VALE5 só não ta caindo mais que a Petrobrás #PETR4, a coisa ta feia;Negativo
2796;#petr4 agora que vi, o King Kong tem briga em 15,35;Positivo
2797;$CRUZ3 - Souza Cruz (cruz) - Demonstracoes Financeiras De 31/03/2014 (individual) http://t.co/1EGEH17ta3;Neutro
2800;$VALE3 - Vale (vale-n1) - Demonstracoes Financeiras Em Ifrs De 31/03/2014 http://t.co/1vn8cJZ1fb;Positivo
2803;RT @dividendo_br: ELPL ELETROPAULO dividendos ||aprov 25/4/2014||dataex 28/4/2014||pagto n/d||ELPL3 R$0,388977082||ELPL4 R$0,427874790 http…;Neutro
2805;Goll4 arregaçou essa semana, mas ta com efeito manada depois da cauda de ontem;Positivo
2806;Sinal dos tempos, hoje a PETR3 recebeu alta, saiu da UTI e entrou no canal de variação estatístico de suas cotações, muito bom!;Positivo
2808;#EMBR3 - Entregas da Embraer sobem 17% no 1º tri sobre um ano antes - http://t.co/DfRuX1LNrR;Positivo
2810;14 ações para comprar em abril, segundo a Omar Camargo: Desta vez, os analistas optaram por ... http://t.co/Tji55X3Xy4 #infomoney #vale5;Positivo
2811;#VALE5 ganha recurso recurso contra taxação de suas empresas no exterior que era um dos entraves da empresa. Agora VALE!;Positivo
2819;No oitavo pregão em alta #ITUB4 acumula +11,74% e #Ligt3 +10,25% em 7 pregões.  Confira outras estatísticas no http://t.co/kkjiFb8ivp;Neutro
2820;"A LIGHT S.A. fechou o dia de hoje ao preço de R$ 17,40 (+1,16%) com volume de R$ 11,33 mm.
$LIGT3";Positivo
2821;Ativo c/ vol Financeiro Superior à sua MM21-16h:ALUP11 AMAR3 BBAS3 BBRK3 BBSE3 BEEF3 BOVA11 BRIN3 BVMF3 CESP6 COCE5 CRUZ3 DOLFUT DTEX3 ELET3;Neutro
2829;#ABEV3 - Lucro líquido da Ambev sobe 9,4% no 1º tri, para R$ 2,5 bilhões - http://t.co/S2GEEvoc69;Positivo
2835;Sobe e desce da PETR3 e PETR4 não é inconsistência técnica, é pura especulação!;Neutro
2837;Satisfeitíssimo com a recuperação de BVMF3! Dá pra pedalar mais um pouco!;Positivo
2838;@WallFigueiredo Professor, o IFR14 da ESTC3 é variável impeditiva para este atio?!;Neutro
2841;Credit Suisse mostra as melhores ações para comprar e vender em 15 setores: São quinze setor... http://t.co/yhoCjeJV1i #infomoney #vale5;Positivo
2842;Rastreamento ações-Gráfico diário-14h. Analise se romper: INDFUT 49638,79 IVBX 6899,17 LREN3 61,69 MRFG3 4,17 PCAR4 97,80 SMLL 1202,35 TBLE3;Neutro
2845;"Petrobras: O que disse a presidente no Senado?

Em audiência no Senado, a presidente da PETROBRAS (PETR4), Maria... http://t.co/F4cV0UmQwu";Negativo
2846;@MinoritariosOGP @chrinvestor @ferrisss Análise dos fundamentos de #Eletrobrás #ELET3 #ELET5 #ELET6) até DEZ/2013   http://t.co/YMNKYqSX8I;Neutro
