text,texto_unido,sentFator
"rt @cafecomtorradas: muito fácil esclarecer a cagada de pasadena: basta analisár o relatório levado ao conselho, que autorizou o rombo na #…","rt @ cafecomtorradas : muito fácil esclarecer o cagar de pasadena : basto analisár o relatório levar ao conselho , que autorizar o rombo o # …",Negativo
status: 9 pessoas visualizaram seu perfil http://t.co/dabxdmss43,status : 9 pessoa visualizar seu perfil http : //t.co/dabxdmss43,Neutro
"@ductormarcus 19,20 to saindo do dt comprado 3hs de trade no bbas3, mas to segurando uma posição em swing.","@ ductormarcus 19,20 to sair do dt comprar 3hs de trade o bbas3 , mas to segurar umar posição em swing .",Neutro
"#klbn4 confirmando rompimento ontem, melhor se fechar acima 10,83 15' e romper","# klbn4 confirmar rompimento ontem , melhor se fechar acima 10,83 15 ' e romper",Positivo
"r$23,8 milhões ... só isso que 'eles' compraram hoje de #petr4 !! o.o","r $ 23,8 milhão ... só isso que 'eles ' comprar hoje de # petr4 ! ! o.o",Positivo
bom dia! sua #vale5 vai decolar hoje! @elisleitao,bom dia ! suar # vale5 ir decolar hoje ! @ elisleitao,Positivo
minério de ferro sobe 4% na china com expectativa de estímulo econômico: cotações da commodi... http://t.co/gcq5aknowz #infomoney #vale5,minério de ferrar subir 4 % o chino com expectativa de estímulo econômico : cotação da commodi ... http : //t.co/gcq5aknowz # infomoney # vale5,Positivo
"#bvmf3 a cia informou que neste ano recomprou 54,2 milhões de ações ao preço médio ponderado de r$ 10,4 por ação.... http://t.co/evqxtazjvn","# bvmf3 o ciar informar que neste ano recomprar 54,2 milhão de ações ao preço médio ponderar de r $ 10,4 por ação .... http : //t.co/evqxtazjvn",Neutro
a última indicação da #mrve3 resultou em -1.87 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # mrve3 resultar em -1.87 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Neutro
$cpfe3 - cpfl energia (cpfe3) detalha condições de venda de energia da usina serra da mesa http://t.co/dqpemekdxu,$ cpfe3 - cpfl energia ( cpfe3 ) detalhar condição de vender de energia da usina serrar da mesa http : //t.co/dqpemekdxu,Neutro
@brazilfinance as puts de petr4 estão bem liquidas,@ brazilfinance o puts de petr4 estar bem liquidar,Neutro
"gatilho position, semana que vem:   ativo jbss3 - venda  - validade 28/mar - start 7,12 - stop 8,06 - rp 6,18 http://t.co/gwwimv5m2r","gatilho position , semana que vir : ativo jbss3 - vender - validade 28/mar - start 7,12 - stop 8,06 - rp 6,18 http : //t.co/gwwimv5m2r",Positivo
"#bovespa #jbss3 #friboi lucro da jbs mais que dobra, mas fica abaixo do esperado: http://t.co/cbgihv2kej #meat","# bovespa # jbss3 # friboi lucrar da jbs mais que dobrar , mas ficar abaixar do esperar : http : //t.co/cbgihv2kej # meat",Neutro
"análise semanal - ibov, petr4, vale5, smto3, abev3, cruz3, abre11, bbdc4 e itub4. assista! http://t.co/143cvkolku","análise semanal - ibov , petr4 , vale5 , smto3 , abev3 , cruz3 , abre11 , bbdc4 e itub4 . assistir ! http : //t.co/143cvkolku",Neutro
"goldman sachs diz que é bom vender csna3, por dívidas e resultados abaixo dos esperados...","goldman sachs dizer que ser bom vender csna3 , por dívida e resultar abaixar dos esperar ...",Negativo
@ferrisss : meus números para jbss3 foram entrada ontem a 7.87 com obj= 8.07 (+2.5%) e 8.47 (7.6%). hj bateu 8.03.abx http://t.co/amufapn1ik,@ ferrisss : meu número parir jbss3 ser entrar ontem o 7.87 com obj= 8.07 ( +2.5 % ) e 8.47 ( 7.6 % ) . hj bater 8.03.abx http : //t.co/amufapn1ik,Positivo
que ganas de comer pizza,que ganir de comer pizza,Neutro
#krot3 - kroton on é a ação que mais se valorizou no 1º trimestre - http://t.co/jbzvwbj0fz,# krot3 - kroton on ser o ação que mais se valorizar o 1º trimestre - http : //t.co/jbzvwbj0fz,Positivo
$csan3 - cosan (csan-nm) - esclarecimentos http://t.co/m3qpf8clyt,$ csan3 - cosan ( csan-nm ) - esclarecimento http : //t.co/m3qpf8clyt,Neutro
"rt @lucasdalloglio: os golpes na petrobrás #petrobras #petr4

muitos brasileiros honestos investiram suas economias na petrobrás ao... http…",rt @ lucasdalloglio : o golpe o petrobrás # petrobras # petr4 muito brasileiro honesto investir suar economia o petrobrás ao ... http…,Negativo
ativo c/ vol financeiro superior à sua mm21-16h: pomo4 qual3 rsid3 smle3 stbp11 usim5 vlid3,ativo c/ vol financeiro superior à suar mm21-16h : pomo4 qual3 rsid3 smle3 stbp11 usim5 vlid3,Neutro
$petr4 - bolsa promete volatilidade para hoje. entenda [newsletter advfn] http://t.co/uck8kxalgm,$ petr4 - bolsar prometer volatilidade parir hoje . entender [ newsletter advfn ] http : //t.co/uck8kxalgm,Neutro
"$bbas3 - banco do brasil lucra r$ 2,7 bi [newsletter advfn] http://t.co/zb4zcfo4se","$ bbas3 - banco do brasil lucrar r $ 2,7 bi [ newsletter advfn ] http : //t.co/zb4zcfo4se",Positivo
"prumo logística, antiga llx (#llxl3) anunciou que a partir de sexta-feira (4) passará a ser negociada sob o ticker #prml3 .","prumar logístico , antigo llx ( # llxl3 ) anunciar que o partir de sexta-feira ( 4 ) passar o ser negociar sob o ticker # prml3 .",Neutro
"rt @andresmoraes: para o estudo de domingo de hoje (22h00) foco nos ativos abaixo:
- abev3, alsc3, brml3, fibr3, imch3, brkm5,... http://t.…","rt @ andresmoraes : parir o estudar de domingo de hoje ( 22h00 ) focar o ativos abaixar : - abev3 , alsc3 , brml3 , fibr3 , imch3 , brkm5 , ... http : //t.…",Positivo
"graça foster vai falar? 

xi, é dia que petr4 desce…

sempre que a graça aparece, acao da petrobras cai…","graça foster ir falar ? xi , ser dia que petr4 desce… sempre que o graça aparecer , acao da petrobras cai…",Negativo
aluguel de ações - http://t.co/tzb4wpozxg (as informações de hoje podem não agradar a todos ... ainda mais os que têm a #petr4 a mais tempo),aluguel de ações - http : //t.co/tzb4wpozxg ( o informação de hoje poder não agradar o todo ... ainda mais o que ter o # petr4 o mais tempo ),Negativo
"rt @tovaga: @ezequiasns @bluesette22 quem nunca comeu melado... quando comeu lambuzou-se... queremos nossas ações #petr4 a r$ 46,56 ref. fe…","rt @ tovaga : @ ezequiasns @ bluesette22 quem nunca comer melar ... quando comer lambuzou-se ... querer nosso ações # petr4 o r $ 46,56 ref . fe…",Negativo
#cmig4 - cemig vai investir r$ 3 bilhões em distribuição de energia até 2017 -http://t.co/h3ilcyc3vd,# cmig4 - cemig ir investir r $ 3 bilião em distribuição de energia até 2017 -http : //t.co/h3ilcyc3vd,Positivo
$mrfg3 - marfrig (mrfg-nm) - percentual de rateio de sobras http://t.co/qczo8biwwl,$ mrfg3 - marfrig ( mrfg-nm ) - percentual de ratear de sobrar http : //t.co/qczo8biwwl,Neutro
#petr4 rt @kitowgallo: pgr manda para o rio pedido para apurar suposto suborno na petrobras: procuradoria da repúb... http://t.co/kdsqptbzcd,# petr4 rt @ kitowgallo : pgr mandar parir o rir pedir parir apurar supor subornar o petrobras : procuradoria da repúb ... http : //t.co/kdsqptbzcd,Negativo
notas gerais da advfn - 09/05: • a vale (vale5) suspendeu grande parte de sua produção de… http://t.co/bydhapqktp,noto gerar da advfn - 09/05 : • o valer ( vale5 ) suspender grande partir de suar produção de… http : //t.co/bydhapqktp,Positivo
"gatilho position, semana que vem:   ativo bvmf3 - venda  - validade 14/mar - start 9,89 - stop 10,45 - rp 9,33 http://t.co/yxhs4nzakh","gatilho position , semana que vir : ativo bvmf3 - vender - validade 14/mar - start 9,89 - stop 10,45 - rp 9,33 http : //t.co/yxhs4nzakh",Neutro
$petr3 - petrobras (petr)- distribuicao de juros sobre capital proprio / valor atualizado http://t.co/lucmhv9fub,$ petr3 - petrobras ( petr ) - distribuicao de juro sobrar capital proprio / valor atualizado http : //t.co/lucmhv9fub,Neutro
"dilma não sabe, mas a imagem que está suja é a dela e do pt. não da petrobrás. a petr4 seria muito melhor trabalhando sozinha...","dilma não saber , mas o imagem que estar sujo ser o dela e do pt . não da petrobrás . o petr4 seriar muito melhor trabalhar só ...",Negativo
@picapautrader @eniosang #petr4 só é 'mico' pra quem não sabe enxergar oportunidades!,@ picapautrader @ eniosang # petr4 só ser 'mico ' pra quem não saber enxergar oportunidade !,Positivo
$bbdc3 - bradesco (bbdc-n1) - pagamento de juros sobre o capital proprio mensais http://t.co/wjbfw4fvvz,$ bbdc3 - bradesco ( bbdc-n1 ) - pagamento de juro sobrar o capital proprio mensal http : //t.co/wjbfw4fvvz,Neutro
@george_cruz3 melhoraram.,@ george_cruz3 melhorar .,Neutro
"macktrader investimentos : banco do brasil on (bbas3), gráfico diário. http://t.co/9pbbmok8nh","macktrader investimento : banco do brasil on ( bbas3 ) , gráfico diário . http : //t.co/9pbbmok8nh",Neutro
"cpfe3 devolvendo tudo de ontem, tadinha da minha filha.","cpfe3 devolver tudo de ontem , tadinha da meu filho .",Negativo
"#pdgr3 fez pb 1,51 se não perder fundo, já começo a monitorar possível entrada....","# pdgr3 fazer pb 1,51 se não perder fundir , já comedir o monitorar possível entrar ....",Neutro
"#hype3 ficando bonita para sair da tendência de baixa, descontão fabuloso.
nos ~15,80 deve corrigir e dai vamos buscar o fundo para entrar.","# hype3 ficar bonito parir sair da tendência de baixo , descontão fabuloso . o ~15,80 dever corrigir e dar ir buscar o fundir parir entrar .",Positivo
"@danielzatta que nem, to em vale5 agora..comprei a 28,20.. stop de perda em 28,10... e alvo em 28,98.. ou levar ate o leilao de hoje...","@ danielzatta que nem , to em vale5 agora .. comprar o 28,20 .. stop de perda em 28,10 ... e alvo em 28,98 .. ou levar atar o leilao de hoje ...",Neutro
"@alvarodias_ petrobras petr4 - lula capitalizou em 2010 a r$ 26,30. últimos 6 meses...março na bacia das almas! http://t.co/l00d2g2ato","@ alvarodias_ petrobras petr4 - lula capitalizar em 2010 o r $ 26,30. último 6 mês ... março o bacia das almo ! http : //t.co/l00d2g2ato",Negativo
"@live_trade  marcos, vc está acompanhando #abev3?","@ live_trade marco , vc estar acompanhar # abev3 ?",Neutro
elpl4 vender a r$ 7.68 indicado em 14/03/2014 13:06 e finalizou a compra com resultado de r$ -0.37 ou -4.60 % http://t.co/kgt1yitbf7,elpl4 vender o r $ 7.68 indicar em 14/03/2014 13:06 e finalizar o comprar com resultar de r $ -0.37 ou -4.60 % http : //t.co/kgt1yitbf7,Neutro
e quem investiu em puts de boas empresas está rindo a toa... #vale5,e quem investir em puts de bom empresar estar rir o toar ... # vale5,Positivo
rt @daltonvieira: ação ex-juros hoje: lren3. as cotações históricas foram ajustadas. saiba mais! http://t.co/utsf6dp4ug,rt @ daltonvieira : ação ex-juros hoje : lren3 . o cotação histórico ser ajustar . saber mais ! http : //t.co/utsf6dp4ug,Neutro
#petr4 e #vale5 abrindo com fortes gaps de alta. o fechamento destes gaps para a continuidade da alta parece o mais provável.,# petr4 e # vale5 abrir com forte gaps de alto . o fechamento dar gaps parir o continuidade da alto parecer o mais provável .,Neutro
@lambari_trader vamu q vamu vale5. tem que subir um pouco mais p/ eu sair do vermelho ....,@ lambari_trader vamu q vamu vale5 . ter que subir um pouco mais p/ eu sair do vermelhar ....,Positivo
"10h42 = ibovespa perde 0,92%...
vilã do dia: vale3, -2,75% e vale5, -1,71%, de olho na china...","10h42 = ibovespa perder 0,92 % ... vilã do dia : vale3 , -2,75 % e vale5 , -1,71 % , de olhar o chino ...",Negativo
#lame4 entrando já já,# lame4 entrar já já,Neutro
que volta da #petr4 hein ? o.o,que voltar da # petr4 hein ? o.o,Neutro
@petrobras noosaaa q fundamento não? http://t.co/wxr25pi8lt ação valor de 2005,@ petrobras noosaaa q fundamentar não ? http : //t.co/wxr25pi8lt ação valor de 2005,Negativo
... eu tenho um amiguinho... que falou... que #petr4 vai a 10 reau... faz tempo ! ... rsss #abrax amiguinho !,... eu ter um amigo ... que falar ... que # petr4 ir o 10 reau ... fazer tempo ! ... rsss # abrax amigo !,Positivo
"rastreamento ações-gráfico diário-12h. analise se romper: brfs3 44,3606 ccro3 17,0225 ecor3 13,1227 embr3 20,1302 mult3 46,3155","rastreamento ações-gráfico diário-12h . analisar se romper : brfs3 44,3606 ccro3 17,0225 ecor3 13,1227 embr3 20,1302 mult3 46,3155",Neutro
"rastreamento ações-gráfico diári-12h.analise se romper:enbr3 10,34 geti4 17,43 grnd3 15,01  lame4 13,88 mdia3 99,37 taee11 20,12 timp3 12,58","rastreamento ações-gráfico diári-12h.analise se romper : enbr3 10,34 geti4 17,43 grnd3 15,01 lame4 13,88 mdia3 99,37 taee11 20,12 timp3 12,58",Neutro
"#brfs3 postado p/ um amigo hj pela manhã.rt @live_trade: @caciqueinvest  se não ficar acima 44,70 nos 15' pode dar continuidade na correção.","# brfs3 postar p/ um amigar hj pelar manhã.rt @ live_trade : @ caciqueinvest se não ficar acima 44,70 o 15 ' poder dar continuidade o correção .",Neutro
"felicio filho,

marrinha,

segue a tabela da p16. + petr4.

[]s

pc","felicio filhar , marrinha , seguir o tabelar da p16 . + petr4 . [ ] s pc",Neutro
$dasa3 - dasa (dasa-nm) - demonstracoes financeiras de 31/12/2013 (cons) http://t.co/ipuly1yyjc,$ dasa3 - dasa ( dasa-nm ) - demonstracoes financeiro de 31/12/2013 ( cons ) http : //t.co/ipuly1yyjc,Neutro
@ferrisss @gigzsss dia 'com' na petr4 é amanhã.....deve arrefecer e levar junto o ibov a partir de quinta feira,@ ferrisss @ gigzsss dia 'com ' o petr4 ser amanhã ..... dever arrefecer e levar juntar o ibov o partir de quinto feirar,Neutro
@mirandasa_ @josetomazfilho ta no lucro ainda p quem quebrou petr4 usim valle,@ mirandasa_ @ josetomazfilho ta o lucrar ainda p quem quebrar petr4 usim valle,Neutro
"lucro líquido da vale cai 4,7% e soma r$ 5,91 bilhões no 1º trimestre de 2014: resultado foi... http://t.co/66jnurh7au #infomoney #vale5","lucrar líquido da valer cair 4,7 % e somar r $ 5,91 bilião o 1º trimestre de 2014 : resultar ser ... http : //t.co/66jnurh7au # infomoney # vale5",Negativo
@eniosang @picapautrader eu tb tô sempre se bom humor. principalmente hj com o 'mico' #petr4. kkkk,@ eniosang @ picapautrader eu tb tô sempre se bom humor . principalmente hj com o 'mico ' # petr4 . kkkk,Positivo
rt @fontes_: #petr4 #vale5 e #bbas3 ferrando os pessimistas. esses só me dão alegria. amém!!,rt @ fontes_ : # petr4 # vale5 e # bbas3 ferrar o pessimista . esse só me dar alegria . amém ! !,Positivo
"se o relatório sumiu ou se encontra adulterado, estaremos claramente diante de uma ação criminosa e mafiosa, corroendo por dentro a #petr4.","se o relatório sumir ou se encontrar adulterar , estar claramente diante de umar ação criminoso e mafioso , corroer por dentro o # petr4 .",Negativo
even3 - corretora divulga carteira quantitativa para abril http://t.co/a2252ymoo3 via @infomoney,even3 - corretor divulgar carteiro quantitativo parir abril http : //t.co/a2252ymoo3 ver @ infomoney,Neutro
"concórdia recomenda vale, ambev, gerdau e mais 13 papéis para essa semana: as três carteiras... http://t.co/vawwx03urc #infomoney #vale5","concórdia recomendar valer , ambev , gerdau e mais 13 papel parir esse semana : o três carteiro ... http : //t.co/vawwx03urc # infomoney # vale5",Neutro
"rastreamento ações-gráfico diário-16h. analise se romper:ccro3 17,42 cyre3 13,90 ecor3 13,79 gfsa3 3,85 hype3 16,98 igta3 22,11 smll 1260,62","rastreamento ações-gráfico diário-16h . analisar se romper : ccro3 17,42 cyre3 13,90 ecor3 13,79 gfsa3 3,85 hype3 16,98 igta3 22,11 smll 1260,62",Neutro
"venda coberta petr4 (últ. fech.): petre13 (tx. 1,00%, prot. 26,50%), petre14 (tx. 1,23%, prot. 20,63%), petre44... http://t.co/s09tpzrcws","vender cobrir petr4 ( últ . fech . ) : petre13 ( tx . 1,00 % , prot . 26,50 % ) , petre14 ( tx . 1,23 % , prot . 20,63 % ) , petre44 ... http : //t.co/s09tpzrcws",Positivo
"estc3 comprar por r$ 20,63 indicado em 25/02/2014 10:30 http://t.co/zjrs3eeyz9","estc3 comprar por r $ 20,63 indicar em 25/02/2014 10:30 http : //t.co/zjrs3eeyz9",Positivo
"#vale5 vale  'linha mágica' nos r$ 26,00 #ibov","# vale5 valer 'linha mágico ' o r $ 26,00 # ibov",Neutro
#petr4 rt  ex-presidente da petrobras nomeou primo para estatal nos eua na época da compra de pasadena http://t.co/0vrjamtkh3 #mercados_im,# petr4 rt ex-presidente da petrobras nomear primar parir estatal o eua o época da comprar de pasadena http : //t.co/0vrjamtkh3 # mercados_im,Negativo
"intraday petr4: suportes 14,97 e 15,32 e resistências 15,89 e 16,11
intraday vale5: suportes 27,38 e 27,60 e resistências 28,10 e 28,38","intraday petr4 : suporte 14,97 e 15,32 e resistência 15,89 e 16,11 intraday vale5 : suporte 27,38 e 27,60 e resistência 28,10 e 28,38",Neutro
vale petr4 hrt  explode cotação!!!!!!!!!!!!!,valer petr4 hrt explodir cotação ! ! ! ! ! ! ! ! ! ! ! ! !,Positivo
"lucro da telefônica brasil cai 18,4% no 1º tri: são paulo, 8 mai (reuters) - o lucro da telefônica brasil (vivt4)... http://t.co/uq3rnngu3q","lucrar da telefônica brasil cair 18,4 % o 1º tri : ser paulo , 8 mai ( reuters ) - o lucrar da telefônica brasil ( vivt4 ) ... http : //t.co/uq3rnngu3q",Neutro
"10 novidades do mercado que você precisa saber - http://t.co/fuia94ggtv http://t.co/ry2nreao1v via @exame_com
#osxb3 #jbss3 #vale5",10 novidade do mercar que você preciso saber - http : //t.co/fuia94ggtv http : //t.co/ry2nreao1v ver @ exame_com # osxb3 # jbss3 # vale5,Positivo
"quase lá rsrsrrs rt @live_trade: #vale5 se chegar 26,26 me avisem","quase lá rsrsrrs rt @ live_trade : # vale5 se chegar 26,26 me avisar",Positivo
$embr3 - embraer (embr-nm) - esclarecimentos http://t.co/nyedvjpv7o,$ embr3 - embraer ( embr-nm ) - esclarecimento http : //t.co/nyedvjpv7o,Neutro
"@zaga_silos já subiu... na semana retrasada chegou a r$13,xx e imprensa diz graças à petrobras a bolsa subiu... #bbas3 - #oibr4 etc..down","@ zaga_silos já subir ... o semana retrasada chegar o r $ 13 , x e imprensar dizer graça à petrobras o bolsar subir ... # bbas3 - # oibr4 etc .. down",Positivo
"goll4 vender por r$ 11,05 indicado em 28/02/2014 14:30 http://t.co/zjrs3eeyz9","goll4 vender por r $ 11,05 indicar em 28/02/2014 14:30 http : //t.co/zjrs3eeyz9",Positivo
a última indicação da #oibr4 resultou em 0.66 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # oibr4 resultar em 0.66 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Neutro
eu e a angela tivemos a correr,eu e o angela ter o correr,Neutro
$brfs3 - brf sa (brfs) - renuncia e eleicao de membros do c.a. http://t.co/f41iizyoak,$ brfs3 - brf sa ( brfs ) - renunciar e eleicao de membro do c.a . http : //t.co/f41iizyoak,Neutro
a última indicação da #elpl4 resultou em -1.00 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # elpl4 resultar em -1.00 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Negativo
"petr4 aos 13.41 com topo  em 15,10.  sugeriu fundo em 12,90 mas falta confirmação.","petr4 aos 13.41 com topar em 15,10. sugerir fundir em 12,90 mas falto confirmação .",Neutro
$bbas3 - banco do brasil (bbas-nm) - fato relevante   acordo com os correios http://t.co/kw3xh2fjzu,$ bbas3 - banco do brasil ( bbas-nm ) - fato relevante acordar com o correio http : //t.co/kw3xh2fjzu,Neutro
$ligt3 - light s/a (ligt-nm) - deliberacoes de assembleias / distribuicao de dividendo http://t.co/iooocoigt1,$ ligt3 - light s/a ( ligt-nm ) - deliberacoes de assembleia / distribuicao de dividendo http : //t.co/iooocoigt1,Neutro
"gfsa3. aparentemente o 114 vai jogar ela nos 3,00 reais ainda hoje. está manipulando para sair. quando é assim o montante é alto para venda.","gfsa3 . aparentemente o 114 ir jogar ele o 3,00 real ainda hoje . estar manipular parir sair . quando ser assim o montante ser alto parir vender .",Neutro
voa #goll4 vai menina...,voar # goll4 ir menino ...,Positivo
$estc3 - estacio part (estc-nm) - alteracao do calendario de eventos corporativos http://t.co/u1qwmmsurg,$ estc3 - estacio part ( estc-nm ) - alteracao do calendario de evento corporativo http : //t.co/u1qwmmsurg,Neutro
"pessoal, 
coloquei uma análise da petr4 lá no fórum do site da elliottbrasil.

acesse o link:... http://t.co/lnddlcuix6","pessoal , colocar umar análise da petr4 lá o fórum do site da elliottbrasil . acesse o link : ... http : //t.co/lnddlcuix6",Neutro
$cyre3 - cyrela realt (cyre-nm) - demonstracoes financeiras de 31/12/2013 (cons) http://t.co/7wgn2qwmis,$ cyre3 - cyrela realt ( cyre-nm ) - demonstracoes financeiro de 31/12/2013 ( cons ) http : //t.co/7wgn2qwmis,Neutro
"@edmilsonpapo10 achei, olha: petr4,  2008,  por volta de r$ 45,00","@ edmilsonpapo10 achar , olhar : petr4 , 2008 , por voltar de r $ 45,00",Neutro
@andresmoraes @youtube segundo violino na estc3. ser estopado num ativo com essa tendência de alta doi...,@ andresmoraes @ youtube segundar violino o estc3 . ser estopar num ativo com esse tendência de alto doi ...,Neutro
"itau unibanco pn (itub4), gráfico diário. http://t.co/uaejznw7lx","itau unibanco pn ( itub4 ) , gráfico diário . http : //t.co/uaejznw7lx",Neutro
#petr3 #petr4 - conselho fiscal da petrobras faz alerta sobre dívida e rating de crédito - http://t.co/1wvbdr6yqh,# petr3 # petr4 - conselho fiscal da petrobras fazer alertar sobrar dívida e rating de crédito - http : //t.co/1wvbdr6yqh,Neutro
"@silviusmille compre petr4, fique posicionado. não fique fora, senão vai assistir outros ganhar grana.","@ silviusmille comprar petr4 , ficar posicionar . não ficar ser , senão ir assistir outro ganhar granir .",Positivo
"rsss #oibr4 pra quem pego a em r$ 1,99","rsss # oibr4 pra quem pegar o em r $ 1,99",Positivo
$bvmf3 - bmfbovespa (bvmf-nm) - cronograma de divulgacao de resultados http://t.co/izyeqrsypv,$ bvmf3 - bmfbovespa ( bvmf-nm ) - cronograma de divulgacao de resultar http : //t.co/izyeqrsypv,Neutro
"petrobrás pn (petr4), gráfico diário. estudo técni... http://t.co/5hhwxbvf6w","petrobrás pn ( petr4 ) , gráfico diário . estudar técni ... http : //t.co/5hhwxbvf6w",Neutro
o que foi isso em natu3,o que ser isso em natu3,Neutro
@xandymello artigo da uol publicado ontem. para eles a petr4 é para venda e não compra. um pto de vista diferente... http://t.co/nqfnlwdanb,@ xandymello artigo da uol publicar ontem . parir ele o petr4 ser parir vender e não comprar . um pto de visto diferente ... http : //t.co/nqfnlwdanb,Positivo
@trader_richter que doidera é essa arrancada da petr4 agora ... o.o,@ trader_richter que doidera ser esse arrancar da petr4 agora ... o.o,Negativo
"a #vale5 também vem se aproximando dos r$27,70, importante suporte. a #petr4 bem que poderia ir também nos r$15,70 ... hehehe ,)","o # vale5 também vir se aproximar dos r $ 27,70 , importante suportar . o # petr4 bem que poder ir também o r $ 15,70 ... hehehe , )",Positivo
"gatilho position, semana que vem:   ativo mrve3 - venda  - validade 11/abr - start 7,77 - stop 8,41 - rp 7,13 http://t.co/wc4kjli0xh","gatilho position , semana que vir : ativo mrve3 - vender - validade 11/abr - start 7,77 - stop 8,41 - rp 7,13 http : //t.co/wc4kjli0xh",Neutro
#petr4 rt @petrobras: leia nosso comunicado sobre descoberta de petróleo de boa qualidade na área da cessão onerosa http://t.co/zghyk3atp0,# petr4 rt @ petrobras : ler nosso comunicar sobrar descobrir de petróleo de bom qualidade o área da cessão oneroso http : //t.co/zghyk3atp0,Neutro
"@claudiorae tô achando mais negócio vender petr4 e comprar ciel3, que daqui a 90 dias vai valorizar bastante.","@ claudiorae tô achar mais negócio vender petr4 e comprar ciel3 , que daqui o 90 dia ir valorizar bastante .",Positivo
"petr4 aos 13.60 com topo  em 15,10.  perdeu o fundo em 15,56. por enquanto parando de cair na região de 13,29.","petr4 aos 13.60 com topar em 15,10. perder o fundir em 15,56. por enquanto parar de cair o região de 13,29 .",Neutro
"7 ações para ganhar com dividendos, segundo a um investimentos: entraram na carteira da corr... http://t.co/boa8hpypzo #infomoney #vale5","7 ações parir ganhar com dividendo , segundar o um investimento : entrar o carteiro da corr ... http : //t.co/boa8hpypzo # infomoney # vale5",Neutro
hgtx3 respondendo ao sinal de ontem,hgtx3 responder ao sinal de ontem,Neutro
@manupuig1 de nada.,@ manupuig1 de nado .,Neutro
petrobras e vale sobem 4% e 'top 5' da bolsa ganha r$ 28 bi de valor apenas hoje: somente a ... http://t.co/oyjl5bbizh #infomoney #vale5,petrobras e valer subir 4 % e 'top 5 ' da bolsar ganhar r $ 28 bi de valor apenas hoje : somente o ... http : //t.co/oyjl5bbizh # infomoney # vale5,Positivo
a última indicação da #itub4 resultou em -0.30 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # itub4 resultar em -0.30 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Neutro
"macktrader investimentos : petrobrás pn (petr4), gráfico semanal. papel fazen... http://t.co/zxju5otucs","macktrader investimento : petrobrás pn ( petr4 ) , gráfico semanal . papel fazen ... http : //t.co/zxju5otucs",Neutro
@ductormarcus continuo sentado em vale5 e só tomado trolha. mas como o recurso é de lp vou ficar. yield bom e qquer hora volta ao normal,@ ductormarcus continuar sentar em vale5 e só tomar trolha . mas comer o recurso ser de lp ir ficar . yield bom e qquer horar voltar ao normal,Negativo
"@caciqueinvest @live_trade galera, elet6 ainda vale entrada?","@ caciqueinvest @ live_trade galera , elet6 ainda valer entrar ?",Neutro
petr4 13 reau! e caindo sem nocao de fundo...,petr4 13 reau ! e cair sem nocao de fundir ...,Negativo
"pessoal, o estudo de domingo começa as 22h00 e o foco fica nos ativos abaixo:
- bbse3, ctip3, ciel3, hbor3,... http://t.co/wz2deflk0s","pessoal , o estudar de domingo comedir o 22h00 e o focar ficar o ativos abaixar : - bbse3 , ctip3 , ciel3 , hbor3 , ... http : //t.co/wz2deflk0s",Neutro
"#elpl4 ordem enviada r$ 9,30 vendo! 🔥🔥🔥","# elpl4 ordem enviar r $ 9,30 ver ! 🔥🔥🔥",Positivo
@fontes_ muito lindo bbas3 hoje!,@ fontes_ muito lindar bbas3 hoje !,Positivo
rt @adriano3luis: petr4 só me traz alegrias...,rt @ adriano3luis : petr4 só me trazer alegria ...,Positivo
"rt @elliottbrasil_: tá tudo pipocando. veja os alertas: petr4, vale5, bbdc4, ibov, csna3... 

leia mais em:... http://t.co/lhvuvuwi0g","rt @ elliottbrasil_ : tá tudo pipocar . ver o alertar : petr4 , vale5 , bbdc4 , ibov , csna3 ... ler mais em : ... http : //t.co/lhvuvuwi0g",Negativo
petr4 vai fazendo o padrão gráfico conhecido como 'viuva-negra' :-),petr4 ir fazer o padrão gráfico conhecer comer 'viuva-negra ' : - ),Neutro
lame4 bateu no objetivo do anderson agora quer ver e saber quais as operações do anderson entre em contato: centraltrader@hotmail.com,lame4 bater o objetivo do anderson agora querer ver e saber qual o operação do anderson entrar em contato : centraltrader @ hotmail.com,Neutro
"a light s.a. fechou o dia de hoje ao preço de r$ 17,20 (-2,99%) com volume de r$ 23,21 mm.
$ligt3","o light s.a. fechar o dia de hoje ao preço de r $ 17,20 ( -2,99 % ) com volumar de r $ 23,21 m . $ ligt3",Negativo
"as nuvens do ichimoku: petr4 - pregão de sexta-feira, 28 de fevereiro http://t.co/fz3wapf7an","o nuvem do ichimoku : petr4 - pregão de sexta-feira , 28 de fevereiro http : //t.co/fz3wapf7an",Neutro
@raphafigueredo finalmente #abev3 acordou :),@ raphafigueredo finalmente # abev3 acordar : ),Positivo
